name,price,reviews,ratings,processor,memory,display,gpu,bettery
Dell Vostro 3420 (D552278WIN9S) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹38,499</span>",3.8/5,707 Ratings,"Intel Core i3-1115G4 (11th Gen), 1.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Integrated GPU,"65W, Upto 7 Hrs Battery Life"
HP 15s-FQ5009TU (67V52PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹49,790</span>",4.2/5,465 Ratings,Intel Core i5-1235U (12th Gen) Processor,8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"41W, Upto 6 Hrs Battery Life"
Dell Vostro 3420 (293420GT2FWO2MC2IN) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹59,999</span>",3.8/5,735 Ratings,"Intel Core i5-1235U (12th Gen), 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Iris Xe GPU,Upto 7 Hrs Battery Life
ASUS VivoBook 15 X512DA-BQ311WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹36,990</span>",4.1/5,505 Ratings,"AMD Dual Core Ryzen 3-3200U, 3.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Integrated GPU,"65W, Upto 6 Hrs Battery Life"
HP Pavilion x360 14-dy1048TU (661X0PA) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹70,999</span>",4.1/5,494 Ratings,"Intel Core i5-1155G7 (11th Gen), 2.5 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel Iris Xe GPU,"65W, Upto 12 Hrs Battery Life"
ASUS VivoBook 15 X512DA-BQ302WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹32,990</span>",4.1/5,507 Ratings,"AMD Dual Core Ryzen 3-3200U, 3.4 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 6 Hrs Battery Life"
HP 15s-fr2512TU (6N050PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹36,990</span>",4.3/5,439 Ratings,"Intel Core i3-1115G4 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"65W, Upto 9.15 Hrs Battery Life"
HP Pavilion Aero 13-be2057AU (7S460PA) Laptop (13.3 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹63,666</span>",4.2/5,458 Ratings,"AMD Hexa Core Ryzen 5 - 7535U, 2.9 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) Display,AMD Radeon GPU,65W Adapter
Dell Vostro 15 3568 (A553502WIN9) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹26,682</span>",3.7/5,796 Ratings,"Intel Core i3-6006U (6th Gen), 2.0 Ghz Processor",4 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,Intel HD 520 GPU,40W Adapter
Acer Aspire 3 A315-23 (NX.HVUSI.00K) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹38,999</span>",4.4/5,382 Ratings,"AMD Quad Core Ryzen 5 3500U, 2.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon Vega 8 GPU,"45W, Upto 11 Hrs Battery Life"
Lenovo Ideapad Slim 3 (81WE01QLIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹32,990</span>",4.3/5,409 Ratings,"Intel Core i3-1005G1 (10th Gen), 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"65W, Upto 9.3 Hrs Battery Life"
Infinix INBook Y1 Plus XL28 Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹25,990</span>",4.2/5,448 Ratings,"Intel Core i5-1035G1 (10th Gen), 3.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,Upto 11 Hrs Battery Life
Lenovo Ideapad D330 (82H0001YIN) Laptop (10.1 Inch | Intel Celeron Dual Core | 4 GB | Windows 10 |),"<span class=""price txt-w-b"">₹24,990</span>",3.8/5,658 Ratings,"Intel Celeron Dual Core - N4020, 2.8 Ghz Processor",4 GB RAM,10.1″ (25.65 cm) Display With Touchscreen,Intel UHD GPU,"39W, Upto 6 Hrs Battery Life"
HP Pavilion 15-eg3018TU (87B57PA) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹73,990</span>",4.3/5,411 Ratings,"Intel Core i5 - 1335U (13th Gen), 4.7 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,65W Adapter
HP Pavilion 15-eg3079TU (86T11PA) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹67,890</span>",4.3/5,412 Ratings,"Intel Core i5-1340P (13th Gen), 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,Upto 10.15 Hrs Battery Life
ASUS VivoBook S15 OLED K3502ZA-L501WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹68,489</span>",4.1/5,503 Ratings,"Intel EVO Core i5-12500H (12th Gen), 2.5 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) OLED Display,Intel Iris Xe GPU,"70W, Upto 10 Hrs Battery Life"
Dell G15-5511 (D560825WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹72,990</span>",4.0/5,526 Ratings,"Intel Core i5-11260H (11th Gen), 4.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",56W Adapter
ASUS VivoBook S15 OLED Intel Evo K3502ZA-L502WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹74,990</span>",4.1/5,503 Ratings,"Intel Core i5-12500H (12th Gen), 2.5 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) OLED Display,Intel Iris Xe GPU,"70W, Upto 10 Hrs Battery Life"
HP 15s-fq2671TU (6N044PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹40,990</span>",4.0/5,507 Ratings,"Intel Core i3-1115G4 (10th Gen), 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,65W Adapter
HP 15s-du3614TU (6N041PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD),"<span class=""price txt-w-b"">₹45,637</span>",4.0/5,531 Ratings,"Intel Core i3-1115G4 (11th Gen), 4.0 Ghz Processor",8 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,65W Adapter
ASUS Vivobook S15 OLED K3502ZA-L503WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹70,990</span>",4.1/5,503 Ratings,"Intel Core i5-12500H (12th Gen), 2.5 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) OLED Display,Intel Iris Xe GPU,"65W, Upto 10 Hrs Battery Life"
Lenovo Ideapad Gaming 3 Gen 6 (82K201UEIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹51,101</span>",4.1/5,462 Ratings,"AMD Hexa Core Ryzen 5 - 5600H, 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM",65W Adapter
Dell Inspiron 15 3505 (D560429WIN9S) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹35,855</span>",4.0/5,541 Ratings,"AMD Dual Core Ryzen 3 3250U, 2.3 Ghz Processor",8 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon Vega GPU,Windows 10 Home Basic
Acer Aspire 7 A715-51G (NH.QGCSI.001) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,990</span>",4.2/5,432 Ratings,"Intel Core i5-1240P (12th Gen), 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",65W Adapter
Lenovo Legion 5 (82NL00APIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹67,000</span>",4.5/5,349 Ratings,"Intel Core i5-10500H (10th Gen), 2.5 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","230W, Upto 5.9 Hrs Battery Life"
HP 255 G8 (689T4PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹30,990</span>",4.1/5,492 Ratings,"AMD Dual Core Ryzen 3-3250U, 2.6 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 10 Hrs Battery Life"
Lenovo IdeaPad Gaming 3 15ACH6 (82K2029CIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹50,990</span>",4.1/5,462 Ratings,"AMD Quad Core Ryzen 5 - 5500H, 3.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 2050 GPU, 4 GB VRAM",Upto 4.5 Hrs Battery Life
Dell G15-5511 (D560824WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹59,492</span>",4.0/5,530 Ratings,"Intel Core i5-11260H (11th Gen), 2.6 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","56W, Upto 10 Hrs Battery Life"
Acer Nitro V ANV15-51 (NH.QN8SI.002) Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹72,990</span>",4.1/5,453 Ratings,"Intel Core i5-13420H (13th Gen), 4.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 4050 GPU, 6 GB VRAM","135W, Upto 5 Hrs Battery Life"
Lenovo V15 (82KBA033IH) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹32,990</span>",4.1/5,449 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,38W Adapter
Dell Inspiron 15 3505 (D560485WIN9BE) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹45,290</span>",4.3/5,394 Ratings,"AMD Quad Core Ryzen 5 3450U, 2.1 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon Vega GPU,Upto 7 Hrs Battery Life
Acer Aspire 3 A315-23 (NX.HVTSI.008) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹38,490</span>",4.3/5,393 Ratings,"AMD Quad Core Ryzen 5-3500U, 2.9 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon Vega 8 Mobile GPU,65W Adapter
ASUS VivoBook Ultra KM413UA-EB503TS Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹58,800</span>",4.4/5,356 Ratings,"AMD Hexa Core Ryzen 5 5500U, 2.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,AMD Radeon GPU,65W Adapter
Dell G15-5515 (D560805WIN9W) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹66,990</span>",4.4/5,361 Ratings,"AMD Hexa Core Ryzen 5-5600H, 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","180W, Upto 10 Hrs Battery Life"
ASUS VivoBook 16 X1605ZAB-MB322WS Laptop (16 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹36,990</span>",4.0/5,505 Ratings,"Intel Core i3-1215U (12th Gen), 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,16″ (40.64 cm) Display,Intel Integrated GPU,45W Adapter
Lenovo Ideapad Gaming 3 15ARH7 (82SB00V5IN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹64,990</span>",4.3/5,384 Ratings,"AMD Octa Core Ryzen 7 - 6800H, 3.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",Upto 6.5 Hrs Battery Life
Acer One 14 Z2-493 (UN.431SI.232) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹26,990</span>",4.0/5,473 Ratings,AMD Dual Core Ryzen 3-3250U Processor,8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,AMD Radeon GPU,Windows 11 Home Basic
Lenovo IdeaPad Gaming 3 15ARH7 (82SB00Y8IN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,990</span>",4.3/5,384 Ratings,"AMD Octa Core Ryzen 7 - 6800H, 3.1 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",Upto 4.5 Hrs Battery Life
ASUS TUF Gaming F15 FX507ZV-LP094W Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹99,990</span>",4.3/5,358 Ratings,"Intel Core i7-12700H (12th Gen), 2.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 4060 GPU, 8 GB VRAM",240W Adapter
HP Pavilion x360 14-dy0207TU (67G60PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹54,990</span>",4.4/5,354 Ratings,"Intel Core i3-1125G4 (11th Gen), 1.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel UHD GPU,"43W, Upto 11 Hrs Battery Life"
Microsoft Surface Pro (FJX-00015) Laptop (12.3 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹90,949</span>",4.6/5,307 Ratings,"Intel Core i5-7300U (7th Gen), 2.6 Ghz Processor",8 GB RAM | 256 GB SSD Storage,12.3″ (31.24 cm) LED Display With Touchscreen,Intel HD 620 GPU,"65W, Upto 13.5 Hrs Battery Life"
Lenovo Ideapad Slim 3i 14IGL05 (82C1002SHA) Laptop (14 Inch | Intel Celeron Dual Core | 4 GB | Google Chrome |),"<span class=""price txt-w-b"">₹19,855</span>",3.8/5,649 Ratings,"Intel Celeron Dual Core - N4020, 1.1 Ghz Processor",4 GB RAM,14″ (35.56 cm) Display With Touchscreen,Intel UHD 600 GPU,"45W, Upto 10 Hrs Battery Life"
Acer Nitro 5 AN515-45-R3TC (NH.QBCSI.001) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹91,499</span>",4.4/5,331 Ratings,AMD Hexa Core Ryzen 5 5600H Processor,16 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce RTX 3060 GPU, 6 GB VRAM","180W, Upto 10 Hrs Battery Life"
Apple MacBook Air M2 MQKQ3HN/A Ultrabook (15.3 Inch | Apple M2 | 8 GB | macOS Ventura | 512 GB SSD),"<span class=""price txt-w-b"">₹154,900</span>",4.6/5,295 Ratings,Apple M2 Processor,8 GB RAM | 512 GB SSD Storage,15.3″ (38.86 cm) Display,Apple M2 GPU,"35W, Upto 18 Hrs Battery Life"
Apple MacBook Air M2 MQKU3HN/A Ultrabook (15.3 Inch | Apple M2 | 8 GB | macOS Ventura | 256 GB SSD),"<span class=""price txt-w-b"">₹131,521</span>",4.6/5,295 Ratings,Apple M2 Processor,8 GB RAM | 256 GB SSD Storage,15.3″ (38.86 cm) Display,Apple M2 GPU,"35W, Upto 18 Hrs Battery Life"
Apple MacBook Air M2 MQKV3HN/A Ultrabook (15.3 Inch | Apple M2 | 8 GB | macOS Ventura | 512 GB SSD),"<span class=""price txt-w-b"">₹149,900</span>",4.6/5,291 Ratings,Apple M2 Processor,8 GB RAM | 512 GB SSD Storage,15.3″ (38.86 cm) Display,Apple M2 GPU,"35W, Upto 18 Hrs Battery Life"
Apple MacBook Air M2 MQKX3HN/A Laptop (15.3 Inch | Apple M2 | 8 GB | macOS Ventura | 512 GB SSD),"<span class=""price txt-w-b"">₹131,590</span>",4.6/5,295 Ratings,Apple M2 Processor,8 GB RAM | 512 GB SSD Storage,15.3″ (38.86 cm) Display,Apple M2 GPU,"35W, Upto 18 Hrs Battery Life"
Apple MacBook Air M2 MQKR3HN/A Ultrabook (15.3 Inch | Apple M2 | 8 GB | macOS Ventura | 256 GB SSD),"<span class=""price txt-w-b"">₹134,900</span>",4.6/5,295 Ratings,Apple M2 Processor,8 GB RAM | 256 GB SSD Storage,15.3″ (38.86 cm) Display,Apple M2 GPU,"35W, Upto 18 Hrs Battery Life"
Apple MacBook Air M2 MQKP3HN/A Ultrabook (15.3 Inch | Apple M2 | 8 GB | macOS Ventura | 256 GB SSD),"<span class=""price txt-w-b"">₹133,254</span>",4.6/5,295 Ratings,Apple M2 Processor,8 GB RAM | 256 GB SSD Storage,15.3″ (38.86 cm) Display,Apple M2 GPU,"35W, Upto 18 Hrs Battery Life"
Dell Inspiron 14 5410 (D560531WIN9S) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹65,500</span>",4.2/5,381 Ratings,"Intel Core i3-1125G4 (11th Gen), 1.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel UHD GPU,"65W, Upto 6 Hrs Battery Life"
Dell Inspiron 15 3511 (D560646WIN9B) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD),"<span class=""price txt-w-b"">₹39,656</span>",3.6/5,852 Ratings,"Intel i3-1115G4 (11th Gen), 4.8 Ghz Processor",8 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,65W Adapter
HP Victus 16-e0351AX (552X1PA) Laptop (16.1 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹79,990</span>",4.3/5,356 Ratings,"AMD Octa Core Ryzen 7-5800H, 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,16.1″ (40.89 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","70W, Upto 4 Hrs Battery Life"
Dell Inspiron 14 5406 (D560367WIN9S) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹78,999</span>",4.2/5,395 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display With Touchscreen,Intel Iris Xe GPU,53W Adapter
Lenovo Ideapad Gaming 3 15ACH6 (82K201RRIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹63,229</span>",4.3/5,357 Ratings,"AMD Hexa Core Ryzen 5 5600H, 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","45W, Upto 4 Hrs Battery Life"
Apple MacBook Air M2 2023 Ultrabook (15.3 Inch | Apple M2 | 8 GB | macOS Ventura | 256 GB SSD),"<span class=""price txt-w-b"">₹113,690</span>",4.6/5,295 Ratings,Apple M2 Chip Processor,8 GB RAM | 256 GB SSD Storage,15.3″ (38.86 cm) Display,"70W, Upto 18 Hrs Battery Life",macOS Ventura
Lenovo Ideapad Gaming 3 15ACH6 (82K200X6IN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹61,739</span>",4.2/5,384 Ratings,"AMD Hexa Core Ryzen 5 5600H, 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM",135W Adapter
Dell Vostro 14 3400 (D552204WIN9BE) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹59,071</span>",4.1/5,408 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,Intel Iris Xe GPU,Windows 10 Home Basic
HP Pavilion 15-ec2150AX (589X6PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹59,910</span>",4.1/5,389 Ratings,"AMD Hexa Core Ryzen 5 5600H, 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM",150W Adapter
MSI GF63 Thin 11SC-1477IN Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹48,890</span>",4.2/5,388 Ratings,"Intel Core i5-11260H (11th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM",Upto 6 Hrs Battery Life
ASUS ROG Strix G15 G513QY-HQ008TS Laptop (15.6 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 10 | 1 TB SSD),"<span class=""price txt-w-b"">₹128,990</span>",4.6/5,279 Ratings,"AMD Octa Core Ryzen 9 5900HX, 3.3 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) LED Display,"AMD Radeon RX 6800M GPU, 12 GB VRAM",280W Adapter
Lenovo Ideapad Slim 5i (82FG00BPIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 TB SSD),"<span class=""price txt-w-b"">₹69,500</span>",4.1/5,428 Ratings,"Intel Core i5-1135G7 (11th Gen), 4.2 Ghz Processor",8 GB RAM | 256 TB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce MX450 GPU, 2 GB VRAM","57W, Upto 8 Hrs Battery Life"
Acer Aspire 5 A515-56 (NX.A1GSI.00D) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹54,990</span>",4.2/5,369 Ratings,Intel Core i5-1135G7 (11th Gen) Processor,8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel Iris Xe GPU,"45W, Upto 9.5 Hrs Battery Life"
Dell Inspiron 15 3505 (D560406WIN9BE) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹31,102</span>",3.8/5,564 Ratings,"AMD Dual Core Ryzen 3 3250U, 2.6 Ghz Processor",8 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon GPU,Upto 7 Hrs Battery Life
ASUS VivoBook 15 X1502ZA-EJ385WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹43,837</span>",4.1/5,402 Ratings,"Intel Core i3-1220P (12th Gen), 1.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,Upto 6 Hrs Battery Life
Dell Inspiron 15 3520 (D560900WIN9B) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹63,990</span>",4.0/5,414 Ratings,"Intel Core i5-1235U (12th Gen), 3.3 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,65W Adapter
HP 15-fd0011TU (7P703PA) Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹53,980</span>",4.2/5,369 Ratings,"Intel Core i5-1335U, 3.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,65W Adapter
